ID,OfficialViols,AEP,RepairCount,RepairCost,ClassB_count,ClassB,ClassC_count,ClassC,SumViols,ViolsDiff
118841,,,,,,,4,4,4,
118842,,,,,,,1,1,1,
118843,,,,,,,1,1,1,
118844,,,,,,,1,1,1,
118845,,,,,,,1,1,1,
118846,,,,,,,1,1,1,
118847,,,,,,,1,1,1,
118848,,,,,,,1,1,1,
118849,,,,,,,1,1,1,
118850,,,,,,,1,1,1,
118851,,,,,,,28,28,28,
118852,,,,,,,1,1,1,
118853,,,,,,,3,3,3,
118854,,,,,,,1,1,1,
118855,,,,,,,2,2,2,
118856,,,,,,,1,1,1,
118857,,,,,,,2,2,2,
118858,,,,,,,5,5,5,
118859,,,,,,,1,1,1,
118860,,,,,,,2,2,2,
118861,,,,,,,3,3,3,
118862,,,,,,,1,1,1,
118863,,,,,,,1,1,1,
118864,,,,,,,1,1,1,
118865,,,,,,,1,1,1,
118866,,,,,,,2,2,2,
118867,,,,,,,1,1,1,
118868,,,,,,,1,1,1,
118869,,,,,,,1,1,1,
118870,,,,,,,1,1,1,
118871,,,,,,,1,1,1,
118872,,,,,,,1,1,1,
118873,,,,,,,1,1,1,
118874,,,,,,,1,1,1,
118875,,,,,,,2,2,2,
118876,,,,,,,1,1,1,
118877,,,,,,,3,3,3,
118878,,,,,,,1,1,1,
118879,,,,,,,1,1,1,
118880,,,,,,,1,1,1,
118881,,,,,,,1,1,1,
118882,,,,,,,1,1,1,
118883,,,,,,,1,1,1,
118884,,,,,,,1,1,1,
118885,,,,,,,1,1,1,
118886,,,,,,,1,1,1,
118887,,,,,,,2,2,2,
118888,,,,,,,1,1,1,
118889,,,,,,,2,2,2,
118890,,,,,,,1,1,1,
118891,,,,,,,1,1,1,
118892,,,,,,,1,1,1,
118893,,,,,,,1,1,1,
118894,,,,,,,1,1,1,
118895,,,,,,,3,3,3,
118896,,,,,,,1,1,1,
118897,,,,,,,1,1,1,
118898,,,,,,,1,1,1,
118899,,,,,,,1,1,1,
118900,,,,,,,1,1,1,
118901,,,,,,,3,3,3,
118902,,,,,,,4,4,4,
118903,,,,,,,1,1,1,
118904,,,,,,,5,5,5,
118905,,,,,,,1,1,1,
118906,,,,,,,3,3,3,
118907,,,,,,,2,2,2,
118908,,,,,,,1,1,1,
118909,,,,,,,1,1,1,
118910,,,,,,,1,1,1,
118911,,,,,,,1,1,1,
118912,,,,,,,2,2,2,
118913,,,,,,,3,3,3,
118914,,,,,,,2,2,2,
118915,,,,,,,2,2,2,
118916,,,,,,,4,4,4,
118917,,,,,,,1,1,1,
118918,,,,,,,1,1,1,
118919,,,,,,,1,1,1,
118920,,,,,,,1,1,1,
118921,,,,,,,1,1,1,
118922,,,,,,,1,1,1,
118923,,,,,,,1,1,1,
118924,,,,,,,1,1,1,
118925,,,,,,,2,2,2,
118926,,,,,,,2,2,2,
118927,,,,,,,1,1,1,
118928,,,,,,,3,3,3,
118929,,,,,,,1,1,1,
118930,,,,,,,1,1,1,
118931,,,,,,,1,1,1,
118932,,,,,,,6,6,6,
118933,,,,,,,4,4,4,
118934,,,,,,,4,4,4,
118935,,,,,,,1,1,1,
118936,,,,,,,1,1,1,
118937,,,,,,,1,1,1,
118938,,,,,,,2,2,2,
118939,,,,,,,1,1,1,
118940,,,,,,,1,1,1,
118941,,,,,,,2,2,2,
118942,,,,,,,2,2,2,
118943,,,,,,,1,1,1,
118944,,,,,,,9,9,9,
118945,,,,,,,7,7,7,
118946,,,,,,,2,2,2,
118947,,,,,,,1,1,1,
118948,,,,,,,2,2,2,
118949,,,,,,,1,1,1,
118950,,,,,,,1,1,1,
118951,,,,,,,1,1,1,
118952,,,,,,,1,1,1,
118953,,,,,,,2,2,2,
118954,,,,,,,2,2,2,
118955,,,,,,,2,2,2,
118956,,,,,,,1,1,1,
118957,,,,,,,1,1,1,
118958,,,,,,,1,1,1,
118959,,,,,,,1,1,1,
118960,,,,,,,11,11,11,
118961,,,,,,,2,2,2,
118962,,,,,,,3,3,3,
118963,,,,,,,1,1,1,
118964,,,,,,,1,1,1,
118965,,,,,,,2,2,2,
118966,,,,,,,1,1,1,
118967,,,,,,,1,1,1,
118968,,,,,,,11,11,11,
118969,,,,,,,1,1,1,
118970,,,,,,,1,1,1,
118971,,,,,,,1,1,1,
118972,,,,,,,1,1,1,
118973,,,,,,,4,4,4,
118974,,,,,,,1,1,1,
118975,,,,,,,1,1,1,
118976,,,,,,,1,1,1,
118977,,,,,,,1,1,1,
118978,,,,,,,1,1,1,
118979,,,,,,,3,3,3,
118980,,,,,,,3,3,3,
118981,,,,,,,1,1,1,
118982,,,,,,,1,1,1,
118983,,,,,,,3,3,3,
118984,,,,,,,1,1,1,
118985,,,,,,,1,1,1,
118986,,,,,,,1,1,1,
118987,,,,,,,1,1,1,
118988,,,,,,,2,2,2,
118989,,,,,,,3,3,3,
118990,,,,,,,1,1,1,
118991,,,,,,,2,2,2,
118992,,,,,,,1,1,1,
118993,,,,,,,1,1,1,
118994,,,,,,,1,1,1,
118995,,,,,,,3,3,3,
118996,,,,,,,1,1,1,
118997,,,,,,,2,2,2,
118998,,,,,,,1,1,1,
118999,,,,,,,2,2,2,
119000,,,,,,,1,1,1,
119001,,,,,,,1,1,1,
119002,,,,,,,1,1,1,
119003,,,,,,,1,1,1,
119004,,,,,,,5,5,5,
119005,,,,,,,1,1,1,
119006,,,,,,,1,1,1,
119007,,,,,,,1,1,1,
119008,,,,,,,1,1,1,
119009,,,,,,,1,1,1,
119010,,,,,,,1,1,1,
119011,,,,,,,2,2,2,
119012,,,,,,,1,1,1,
119013,,,,,,,3,3,3,
119014,,,,,,,1,1,1,
119015,,,,,,,2,2,2,
119016,,,,,,,1,1,1,
119017,,,,,,,1,1,1,
119018,,,,,,,1,1,1,
119019,,,,,,,1,1,1,
119020,,,,,,,5,5,5,
119021,,,,,,,1,1,1,
119022,,,,,,,1,1,1,
119023,,,,,,,4,4,4,
119024,,,,,,,1,1,1,
119025,,,,,,,1,1,1,
119026,,,,,,,2,2,2,
119027,,,,,,,2,2,2,
119028,,,,,,,2,2,2,
119029,,,,,,,1,1,1,
119030,,,,,,,1,1,1,
119031,,,,,,,2,2,2,
119032,,,,,,,1,1,1,
119033,,,,,,,3,3,3,
119034,,,,,,,2,2,2,
119035,,,,,,,1,1,1,
119036,,,,,,,2,2,2,
119037,,,,,,,2,2,2,
119038,,,,,,,1,1,1,
119039,,,,,,,4,4,4,
119040,,,,,,,3,3,3,
119041,,,,,,,1,1,1,
119042,,,,,,,2,2,2,
119043,,,,,,,1,1,1,
119044,,,,,,,1,1,1,
119045,,,,,,,2,2,2,
119046,,,,,,,1,1,1,
119047,,,,,,,1,1,1,
119048,,,,,,,3,3,3,
119049,,,,,,,1,1,1,
119050,,,,,,,2,2,2,
119051,,,,,,,2,2,2,
119052,,,,,,,2,2,2,
119053,,,,,,,8,8,8,
119054,,,,,,,1,1,1,
119055,,,,,,,2,2,2,
119056,,,,,,,1,1,1,
119057,,,,,,,1,1,1,
119058,,,,,,,2,2,2,
119059,,,,,,,1,1,1,
119060,,,,,,,1,1,1,
119061,,,,,,,1,1,1,
119062,,,,,,,1,1,1,
119063,,,,,,,1,1,1,
119064,,,,,,,1,1,1,
119065,,,,,,,2,2,2,
119066,,,,,,,1,1,1,
119067,,,,,,,2,2,2,
119068,,,,,,,1,1,1,
119069,,,,,,,3,3,3,
119070,,,,,,,2,2,2,
119071,,,,,,,1,1,1,
119072,,,,,,,1,1,1,
119073,,,,,,,3,3,3,
119074,,,,,,,1,1,1,
119075,,,,,,,1,1,1,
119076,,,,,,,1,1,1,
119077,,,,,,,1,1,1,
119078,,,,,,,1,1,1,
119079,,,,,,,1,1,1,
119080,,,,,,,1,1,1,
119081,,,,,,,1,1,1,
119082,,,,,,,2,2,2,
119083,,,,,,,2,2,2,
119084,,,,,,,1,1,1,
119085,,,,,,,2,2,2,
119086,,,,,,,7,7,7,
119087,,,,,,,1,1,1,
119088,,,,,,,2,2,2,
119089,,,,,,,2,2,2,
119090,,,,,,,1,1,1,
119091,,,,,,,1,1,1,
119092,,,,,,,3,3,3,
119093,,,,,,,1,1,1,
119094,,,,,,,1,1,1,
119095,,,,,,,1,1,1,
119096,,,,,,,2,2,2,
119097,,,,,,,6,6,6,
119098,,,,,,,2,2,2,
119099,,,,,,,2,2,2,
119100,,,,,,,2,2,2,
119101,,,,,,,2,2,2,
119102,,,,,,,7,7,7,
119103,,,,,,,1,1,1,
119104,,,,,,,4,4,4,
119105,,,,,,,1,1,1,
119106,,,,,,,1,1,1,
119107,,,,,,,1,1,1,
119108,,,,,,,3,3,3,
119109,,,,,,,5,5,5,
119110,,,,,,,2,2,2,
119111,,,,,,,1,1,1,
119112,,,,,,,1,1,1,
119113,,,,,,,2,2,2,
119114,,,,,,,1,1,1,
119115,,,,,,,1,1,1,
119116,,,,,,,1,1,1,
119117,,,,,,,7,7,7,
119118,,,,,,,1,1,1,
119119,,,,,,,2,2,2,
119120,,,,,,,1,1,1,
119121,,,,,,,1,1,1,
119122,,,,,,,2,2,2,
119123,,,,,,,1,1,1,
119124,,,,,,,1,1,1,
119125,,,,,,,2,2,2,
119126,,,,,,,1,1,1,
119127,,,,,,,2,2,2,
119128,,,,,,,1,1,1,
119129,,,,,,,2,2,2,
119130,,,,,,,2,2,2,
119131,,,,,,,3,3,3,
119132,,,,,,,1,1,1,
119133,,,,,,,1,1,1,
119134,,,,,,,2,2,2,
119135,,,,,,,1,1,1,
119136,,,,,,,3,3,3,
119137,,,,,,,2,2,2,
119138,,,,,,,1,1,1,
119139,,,,,,,1,1,1,
119140,,,,,,,7,7,7,
119141,,,,,,,1,1,1,
119142,,,,,,,1,1,1,
119143,,,,,,,1,1,1,
119144,,,,,,,1,1,1,
119145,,,,,,,1,1,1,
119146,,,,,,,1,1,1,
119147,,,,,,,1,1,1,
119148,,,,,,,1,1,1,
119149,,,,,,,1,1,1,
119150,,,,,,,1,1,1,
119151,,,,,,,4,4,4,
119152,,,,,,,1,1,1,
119153,,,,,,,1,1,1,
119154,,,,,,,2,2,2,
119155,,,,,,,3,3,3,
119156,,,,,,,1,1,1,
119157,,,,,,,1,1,1,
119158,,,,,,,1,1,1,
119159,,,,,,,1,1,1,
119160,,,,,,,3,3,3,
119161,,,,,,,1,1,1,
119162,,,,,,,4,4,4,
119163,,,,,,,1,1,1,
119164,,,,,,,1,1,1,
119165,,,,,,,1,1,1,
119166,,,,,,,1,1,1,
119167,,,,,,,1,1,1,
119168,,,,,,,2,2,2,
119169,,,,,,,2,2,2,
119170,,,,,,,1,1,1,
119171,,,,,,,2,2,2,
119172,,,,,,,1,1,1,
119173,,,,,,,1,1,1,
119174,,,,,,,1,1,1,
119175,,,,,,,5,5,5,
119176,,,,,,,1,1,1,
119177,,,,,,,1,1,1,
119178,,,,,,,1,1,1,
119179,,,,,,,1,1,1,
119180,,,,,,,1,1,1,
119181,,,,,,,1,1,1,
119182,,,,,,,1,1,1,
119183,,,,,,,1,1,1,
119184,,,,,,,2,2,2,
119185,,,,,,,1,1,1,
119186,,,,,,,1,1,1,
119187,,,,,,,2,2,2,
119188,,,,,,,1,1,1,
119189,,,,,,,1,1,1,
119190,,,,,,,1,1,1,
119191,,,,,,,1,1,1,
119192,,,,,,,1,1,1,
119193,,,,,,,1,1,1,
119194,,,,,,,2,2,2,
119195,,,,,,,1,1,1,
119196,,,,,,,1,1,1,
119197,,,,,,,1,1,1,
119198,,,,,,,1,1,1,
119199,,,,,,,4,4,4,
119200,,,,,,,3,3,3,
119201,,,,,,,1,1,1,
119202,,,,,,,1,1,1,
119203,,,,,,,1,1,1,
119204,,,,,,,2,2,2,
119205,,,,,,,1,1,1,
119206,,,,,,,2,2,2,
119207,,,,,,,1,1,1,
119208,,,,,,,1,1,1,
119209,,,,,,,4,4,4,
119210,,,,,,,1,1,1,
119211,,,,,,,2,2,2,
119212,,,,,,,2,2,2,
119213,,,,,,,1,1,1,
119214,,,,,,,1,1,1,
119215,,,,,,,1,1,1,
119216,,,,,,,1,1,1,
119217,,,,,,,1,1,1,
119218,,,,,,,6,6,6,
119219,,,,,,,2,2,2,
119220,,,,,,,1,1,1,
119221,,,,,,,1,1,1,
119222,,,,,,,6,6,6,
119223,,,,,,,1,1,1,
119224,,,,,,,1,1,1,
119225,,,,,,,1,1,1,
119226,,,,,,,1,1,1,
119227,,,,,,,1,1,1,
119228,,,,,,,1,1,1,
119229,,,,,,,1,1,1,
119230,,,,,,,6,6,6,
119231,,,,,,,1,1,1,
119232,,,,,,,2,2,2,
119233,,,,,,,1,1,1,
119234,,,,,,,1,1,1,
119235,,,,,,,3,3,3,
119236,,,,,,,4,4,4,
119237,,,,,,,1,1,1,
119238,,,,,,,5,5,5,
119239,,,,,,,2,2,2,
119240,,,,,,,3,3,3,
119241,,,,,,,1,1,1,
119242,,,,,,,1,1,1,
119243,,,,,,,2,2,2,
119244,,,,,,,1,1,1,
119245,,,,,,,2,2,2,
119246,,,,,,,1,1,1,
119247,,,,,,,1,1,1,
119248,,,,,,,1,1,1,
119249,,,,,,,1,1,1,
119250,,,,,,,1,1,1,
119251,,,,,,,2,2,2,
119252,,,,,,,2,2,2,
119253,,,,,,,3,3,3,
119254,,,,,,,1,1,1,
119255,,,,,,,2,2,2,
119256,,,,,,,1,1,1,
119257,,,,,,,8,8,8,
119258,,,,,,,1,1,1,
119259,,,,,,,1,1,1,
119260,,,,,,,2,2,2,
119261,,,,,,,1,1,1,
119262,,,,,,,3,3,3,
119263,,,,,,,2,2,2,
119264,,,,,,,1,1,1,
119265,,,,,,,2,2,2,
119266,,,,,,,2,2,2,
119267,,,,,,,2,2,2,
119268,,,,,,,1,1,1,
119269,,,,,,,1,1,1,
119270,,,,,,,2,2,2,
119271,,,,,,,1,1,1,
119272,,,,,,,1,1,1,
119273,,,,,,,1,1,1,
119274,,,,,,,1,1,1,
119275,,,,,,,1,1,1,
119276,,,,,,,3,3,3,
119277,,,,,,,1,1,1,
119278,,,,,,,1,1,1,
119279,,,,,,,1,1,1,
119280,,,,,,,1,1,1,
119281,,,,,,,1,1,1,
119282,,,,,,,1,1,1,
119283,,,,,,,1,1,1,
119284,,,,,,,1,1,1,
119285,,,,,,,1,1,1,
119286,,,,,,,2,2,2,
119287,,,,,,,1,1,1,
119288,,,,,,,1,1,1,
119289,,,,,,,1,1,1,
119290,,,,,,,1,1,1,
119291,,,,,,,1,1,1,
119292,,,,,,,1,1,1,
119293,,,,,,,1,1,1,
119294,,,,,,,2,2,2,
119295,,,,,,,1,1,1,
119296,,,,,,,2,2,2,
119297,,,,,,,1,1,1,
119298,,,,,,,1,1,1,
119299,,,,,,,1,1,1,
119300,,,,,,,2,2,2,
119301,,,,,,,2,2,2,
119302,,,,,,,1,1,1,
119303,,,,,,,1,1,1,
119304,,,,,,,1,1,1,
119305,,,,,,,1,1,1,
119306,,,,,,,1,1,1,
119307,,,,,,,1,1,1,
119308,,,,,,,1,1,1,
119309,,,,,,,1,1,1,
119310,,,,,,,2,2,2,
119311,,,,,,,2,2,2,
119312,,,,,,,2,2,2,
119313,,,,,,,2,2,2,
119314,,,,,,,1,1,1,
119315,,,,,,,1,1,1,
119316,,,,,,,4,4,4,
119317,,,,,,,1,1,1,
119318,,,,,,,2,2,2,
119319,,,,,,,1,1,1,
119320,,,,,,,1,1,1,
119321,,,,,,,1,1,1,
119322,,,,,,,2,2,2,
119323,,,,,,,8,8,8,
119324,,,,,,,14,14,14,
119325,,,,,,,1,1,1,
119326,,,,,,,1,1,1,
119327,,,,,,,1,1,1,
119328,,,,,,,1,1,1,
119329,,,,,,,1,1,1,
119330,,,,,,,2,2,2,
119331,,,,,,,1,1,1,
119332,,,,,,,1,1,1,
119333,,,,,,,1,1,1,
119334,,,,,,,1,1,1,
119335,,,,,,,1,1,1,
119336,,,,,,,2,2,2,
119337,,,,,,,3,3,3,
119338,,,,,,,2,2,2,
119339,,,,,,,1,1,1,
119340,,,,,,,1,1,1,
119341,,,,,,,1,1,1,
119342,,,,,,,1,1,1,
119343,,,,,,,1,1,1,
119344,,,,,,,2,2,2,
119345,,,,,,,1,1,1,
119346,,,,,,,2,2,2,
119347,,,,,,,1,1,1,
119348,,,,,,,1,1,1,
119349,,,,,,,1,1,1,
119350,,,,,,,1,1,1,
119351,,,,,,,1,1,1,
119352,,,,,,,1,1,1,
119353,,,,,,,1,1,1,
119354,,,,,,,1,1,1,
119355,,,,,,,2,2,2,
119356,,,,,,,1,1,1,
119357,,,,,,,1,1,1,
119358,,,,,,,1,1,1,
119359,,,,,,,1,1,1,
119360,,,,,,,1,1,1,
119361,,,,,,,1,1,1,
119362,,,,,,,1,1,1,
119363,,,,,,,2,2,2,
119364,,,,,,,2,2,2,
119365,,,,,,,1,1,1,
119366,,,,,,,2,2,2,
119367,,,,,,,2,2,2,
119368,,,,,,,1,1,1,
119369,,,,,,,1,1,1,
119370,,,,,,,2,2,2,
119371,,,,,,,1,1,1,
119372,,,,,,,1,1,1,
119373,,,,,,,3,3,3,
119374,,,,,,,1,1,1,
119375,,,,,,,2,2,2,
119376,,,,,,,4,4,4,
119377,,,,,,,1,1,1,
119378,,,,,,,2,2,2,
119379,,,,,,,1,1,1,
119380,,,,,,,1,1,1,
119381,,,,,,,2,2,2,
119382,,,,,,,1,1,1,
119383,,,,,,,1,1,1,
119384,,,,,,,2,2,2,
119385,,,,,,,1,1,1,
119386,,,,,,,2,2,2,
119387,,,,,,,2,2,2,
119388,,,,,,,1,1,1,
119389,,,,,,,2,2,2,
119390,,,,,,,1,1,1,
119391,,,,,,,1,1,1,
119392,,,,,,,1,1,1,
119393,,,,,,,2,2,2,
119394,,,,,,,1,1,1,
119395,,,,,,,1,1,1,
119396,,,,,,,2,2,2,
119397,,,,,,,1,1,1,
119398,,,,,,,2,2,2,
119399,,,,,,,3,3,3,
119400,,,,,,,1,1,1,
119401,,,,,,,4,4,4,
119402,,,,,,,2,2,2,
119403,,,,,,,1,1,1,
119404,,,,,,,1,1,1,
119405,,,,,,,1,1,1,
119406,,,,,,,1,1,1,
119407,,,,,,,1,1,1,
119408,,,,,,,3,3,3,
119409,,,,,,,3,3,3,
119410,,,,,,,1,1,1,
119411,,,,,,,1,1,1,
119412,,,,,,,2,2,2,
119413,,,,,,,1,1,1,
119414,,,,,,,1,1,1,
119415,,,,,,,1,1,1,
119416,,,,,,,1,1,1,
119417,,,,,,,4,4,4,
119418,,,,,,,1,1,1,
119419,,,,,,,2,2,2,
119420,,,,,,,2,2,2,
119421,,,,,,,2,2,2,
119422,,,,,,,3,3,3,
119423,,,,,,,1,1,1,
119424,,,,,,,1,1,1,
119425,,,,,,,2,2,2,
119426,,,,,,,2,2,2,
119427,,,,,,,2,2,2,
119428,,,,,,,1,1,1,
119429,,,,,,,1,1,1,
119430,,,,,,,1,1,1,
119431,,,,,,,1,1,1,
119432,,,,,,,1,1,1,
119433,,,,,,,1,1,1,
119434,,,,,,,1,1,1,
119435,,,,,,,1,1,1,
119436,,,,,,,1,1,1,
119437,,,,,,,1,1,1,
119438,,,,,,,1,1,1,
119439,,,,,,,1,1,1,
119440,,,,,,,1,1,1,
119441,,,,,,,1,1,1,
119442,,,,,,,1,1,1,
119443,,,,,,,1,1,1,
119444,,,,,,,1,1,1,
119445,,,,,,,1,1,1,
119446,,,,,,,1,1,1,
119447,,,,,,,1,1,1,
119448,,,,,,,1,1,1,
119449,,,,,,,1,1,1,
119450,,,,,,,2,2,2,
119451,,,,,,,3,3,3,
119452,,,,,,,1,1,1,
119453,,,,,,,2,2,2,
119454,,,,,,,1,1,1,
119455,,,,,,,1,1,1,
119456,,,,,,,2,2,2,
119457,,,,,,,1,1,1,
119458,,,,,,,1,1,1,
119459,,,,,,,1,1,1,
119460,,,,,,,1,1,1,
119461,,,,,,,1,1,1,
119462,,,,,,,4,4,4,
119463,,,,,,,2,2,2,
119464,,,,,,,2,2,2,
119465,,,,,,,2,2,2,
119466,,,,,,,1,1,1,
119467,,,,,,,1,1,1,
119468,,,,,,,4,4,4,
119469,,,,,,,3,3,3,
119470,,,,,,,1,1,1,
119471,,,,,,,2,2,2,
119472,,,,,,,2,2,2,
119473,,,,,,,1,1,1,
119474,,,,,,,1,1,1,
119475,,,,,,,1,1,1,
119476,,,,,,,1,1,1,
119477,,,,,,,1,1,1,
119478,,,,,,,1,1,1,
119479,,,,,,,1,1,1,
119480,,,,,,,2,2,2,
119481,,,,,,,1,1,1,
119482,,,,,,,1,1,1,
119483,,,,,,,1,1,1,
119484,,,,,,,2,2,2,
119485,,,,,,,1,1,1,
119486,,,,,,,2,2,2,
119487,,,,,,,2,2,2,
119488,,,,,,,2,2,2,
119489,,,,,,,4,4,4,
119490,,,,,,,2,2,2,
119491,,,,,,,1,1,1,
119492,,,,,,,1,1,1,
119493,,,,,,,1,1,1,
119494,,,,,,,1,1,1,
119495,,,,,,,1,1,1,
119496,,,,,,,1,1,1,
119497,,,,,,,2,2,2,
119498,,,,,,,1,1,1,
119499,,,,,,,1,1,1,
119500,,,,,,,2,2,2,
119501,,,,,,,1,1,1,
119502,,,,,,,1,1,1,
119503,,,,,,,2,2,2,
119504,,,,,,,1,1,1,
119505,,,,,,,2,2,2,
119506,,,,,,,7,7,7,
119507,,,,,,,1,1,1,
119508,,,,,,,3,3,3,
119509,,,,,,,2,2,2,
119510,,,,,,,1,1,1,
119511,,,,,,,2,2,2,
119512,,,,,,,1,1,1,
119513,,,,,,,1,1,1,
119514,,,,,,,2,2,2,
119515,,,,,,,1,1,1,
119516,,,,,,,1,1,1,
119517,,,,,,,1,1,1,
119518,,,,,,,1,1,1,
119519,,,,,,,5,5,5,
119520,,,,,,,1,1,1,
119521,,,,,,,3,3,3,
119522,,,,,,,1,1,1,
119523,,,,,,,1,1,1,
119524,,,,,,,1,1,1,
119525,,,,,,,2,2,2,
119526,,,,,,,3,3,3,
119527,,,,,,,1,1,1,
119528,,,,,,,5,5,5,
119529,,,,,,,1,1,1,
119530,,,,,,,2,2,2,
119531,,,,,,,1,1,1,
119532,,,,,,,1,1,1,
119533,,,,,,,4,4,4,
119534,,,,,,,1,1,1,
119535,,,,,,,1,1,1,
119536,,,,,,,1,1,1,
119537,,,,,,,3,3,3,
119538,,,,,,,1,1,1,
119539,,,,,,,1,1,1,
119540,,,,,,,2,2,2,
119541,,,,,,,2,2,2,
119542,,,,,,,1,1,1,
119543,,,,,,,1,1,1,
119544,,,,,,,1,1,1,
119545,,,,,,,2,2,2,
119546,,,,,,,1,1,1,
119547,,,,,,,1,1,1,
119548,,,,,,,1,1,1,
119549,,,,,,,1,1,1,
119550,,,,,,,2,2,2,
119551,,,,,,,1,1,1,
119552,,,,,,,6,6,6,
119553,,,,,,,1,1,1,
119554,,,,,,,3,3,3,
119555,,,,,,,1,1,1,
119556,,,,,,,1,1,1,
119557,,,,,,,3,3,3,
119558,,,,,,,1,1,1,
119559,,,,,,,1,1,1,
119560,,,,,,,1,1,1,
119561,,,,,,,1,1,1,
119562,,,,,,,2,2,2,
119563,,,,,,,1,1,1,
119564,,,,,,,1,1,1,
119565,,,,,,,4,4,4,
119566,,,,,,,1,1,1,
119567,,,,,,,1,1,1,
119568,,,,,,,3,3,3,
119569,,,,,,,1,1,1,
119570,,,,,,,3,3,3,
119571,,,,,,,2,2,2,
119572,,,,,,,1,1,1,
119573,,,,,,,1,1,1,
119574,,,,,,,1,1,1,
119575,,,,,,,4,4,4,
119576,,,,,,,6,6,6,
119577,,,,,,,3,3,3,
119578,,,,,,,1,1,1,
119579,,,,,,,1,1,1,
119580,,,,,,,1,1,1,
119581,,,,,,,1,1,1,
119582,,,,,,,1,1,1,
119583,,,,,,,1,1,1,
119584,,,,,,,1,1,1,
119585,,,,,,,2,2,2,
119586,,,,,,,1,1,1,
119587,,,,,,,1,1,1,
119588,,,,,,,1,1,1,
119589,,,,,,,1,1,1,
119590,,,,,,,2,2,2,
119591,,,,,,,1,1,1,
119592,,,,,,,1,1,1,
119593,,,,,,,1,1,1,
119594,,,,,,,3,3,3,
119595,,,,,,,1,1,1,
119596,,,,,,,3,3,3,
119597,,,,,,,2,2,2,
119598,,,,,,,1,1,1,
119599,,,,,,,9,9,9,
119600,,,,,,,2,2,2,
119601,,,,,,,55,55,55,
119602,,,,,,,1,1,1,
119603,,,,,,,2,2,2,
119604,,,,,,,1,1,1,
119605,,,,,,,1,1,1,
119606,,,,,,,1,1,1,
119607,,,,,,,1,1,1,
119608,,,,,,,3,3,3,
119609,,,,,,,1,1,1,
119610,,,,,,,1,1,1,
119611,,,,,,,1,1,1,
119612,,,,,,,2,2,2,
119613,,,,,,,1,1,1,
119614,,,,,,,1,1,1,
119615,,,,,,,2,2,2,
119616,,,,,,,2,2,2,
119617,,,,,,,2,2,2,
119618,,,,,,,1,1,1,
119619,,,,,,,1,1,1,
119620,,,,,,,2,2,2,
119621,,,,,,,1,1,1,
119622,,,,,,,1,1,1,
119623,,,,,,,5,5,5,
119624,,,,,,,1,1,1,
119625,,,,,,,1,1,1,
119626,,,,,,,2,2,2,
119627,,,,,,,1,1,1,
119628,,,,,,,7,7,7,
119629,,,,,,,1,1,1,
119630,,,,,,,1,1,1,
119631,,,,,,,1,1,1,
119632,,,,,,,4,4,4,
119633,,,,,,,2,2,2,
119634,,,,,,,1,1,1,
119635,,,,,,,1,1,1,
119636,,,,,,,2,2,2,
119637,,,,,,,2,2,2,
119638,,,,,,,1,1,1,
119639,,,,,,,2,2,2,
119640,,,,,,,1,1,1,
119641,,,,,,,1,1,1,
119642,,,,,,,1,1,1,
119643,,,,,,,5,5,5,
119644,,,,,,,1,1,1,
119645,,,,,,,2,2,2,
119646,,,,,,,1,1,1,
119647,,,,,,,1,1,1,
119648,,,,,,,1,1,1,
119649,,,,,,,1,1,1,
119650,,,,,,,8,8,8,
119651,,,,,,,1,1,1,
119652,,,,,,,1,1,1,
119653,,,,,,,1,1,1,
119654,,,,,,,15,15,15,
119655,,,,,,,1,1,1,
119656,,,,,,,2,2,2,
119657,,,,,,,1,1,1,
119658,,,,,,,1,1,1,
119659,,,,,,,1,1,1,
119660,,,,,,,1,1,1,
119661,,,,,,,1,1,1,
119662,,,,,,,1,1,1,
119663,,,,,,,1,1,1,
119664,,,,,,,1,1,1,
119665,,,,,,,2,2,2,
119666,,,,,,,1,1,1,
119667,,,,,,,1,1,1,
119668,,,,,,,1,1,1,
119669,,,,,,,2,2,2,
119670,,,,,,,2,2,2,
119671,,,,,,,1,1,1,
119672,,,,,,,1,1,1,
119673,,,,,,,1,1,1,
119674,,,,,,,1,1,1,
119675,,,,,,,3,3,3,
119676,,,,,,,2,2,2,
119677,,,,,,,1,1,1,
119678,,,,,,,1,1,1,
119679,,,,,,,1,1,1,
119680,,,,,,,1,1,1,
119681,,,,,,,1,1,1,
119682,,,,,,,1,1,1,
119683,,,,,,,1,1,1,
119684,,,,,,,1,1,1,
119685,,,,,,,1,1,1,
119686,,,,,,,1,1,1,
119687,,,,,,,1,1,1,
119688,,,,,,,1,1,1,
119689,,,,,,,1,1,1,
119690,,,,,,,1,1,1,
119691,,,,,,,1,1,1,
119692,,,,,,,1,1,1,
119693,,,,,,,1,1,1,
119694,,,,,,,2,2,2,
119695,,,,,,,1,1,1,
119696,,,,,,,2,2,2,
119697,,,,,,,2,2,2,
119698,,,,,,,1,1,1,
119699,,,,,,,1,1,1,
119700,,,,,,,2,2,2,
119701,,,,,,,1,1,1,
119702,,,,,,,1,1,1,
119703,,,,,,,1,1,1,
119704,,,,,,,2,2,2,
119705,,,,,,,1,1,1,
119706,,,,,,,2,2,2,
119707,,,,,,,1,1,1,
119708,,,,,,,3,3,3,
119709,,,,,,,1,1,1,
119710,,,,,,,1,1,1,
119711,,,,,,,1,1,1,
